task,L,family,kind,n_rungs,gated_rungs,gated,slope,r2,rho,n_options
global_mmlu_full_es,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_fa,15,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_fa,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_fa,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_fr,8,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_fr,15,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_fr,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_fr,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_he,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_hi,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_hi,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_id,15,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_id,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_id,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_it,8,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_it,15,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_it,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_it,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_ja,8,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_ja,15,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_ja,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_ja,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_ko,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_ko,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_lt,50,global_mmlu_full,benchmark,1,4,True,,,,4.0
global_mmlu_full_ms,50,global_mmlu_full,benchmark,1,4,True,,,,4.0
global_mmlu_full_ne,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_nl,15,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_nl,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_nl,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_pl,15,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_pl,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_pl,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_pt,15,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_pt,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_pt,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_ro,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_ro,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_ru,2,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_ru,8,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_ru,15,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_ru,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_ru,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_sr,50,global_mmlu_full,benchmark,2,3,True,,,,4.0
global_mmlu_full_sv,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_sv,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_tr,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_tr,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_uk,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_uk,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_vi,15,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_vi,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_vi,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_zh,8,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_zh,15,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_zh,30,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_mmlu_full_zh,50,global_mmlu_full,benchmark,0,5,True,,,,4.0
global_piqa_nonparallel_cloze_bos_latn,50,global_piqa_nonparallel_cloze,benchmark,2,3,True,,,,2.0
global_piqa_nonparallel_cloze_kaz_cyrl,50,global_piqa_nonparallel_cloze,benchmark,3,2,False,0.1762928932316531,0.9171250787832481,1.0,2.0
global_piqa_parallel_cloze_als_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_apc_arab_jord,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_apc_arab_jord,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_apc_arab_jord,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_apc_arab_leba,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_apc_arab_leba,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_apc_arab_leba,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_apc_arab_pale,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_apc_arab_pale,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_apc_arab_pale,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_apc_arab_syri,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_apc_arab_syri,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_apc_arab_syri,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_arb_arab,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_arb_arab,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_arb_arab,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ars_arab,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ars_arab,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ars_arab,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ary_arab,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ary_arab,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ary_arab,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_arz_arab,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_arz_arab,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_arz_arab,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_azj_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ben_beng,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ben_beng,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ben_latn,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ben_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_bul_cyrl,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_bul_cyrl,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_cat_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ces_latn,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ces_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_cmn_hans,8,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_cmn_hans,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_cmn_hans,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_cmn_hans,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_cmn_hant,8,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_cmn_hant,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_cmn_hant,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_cmn_hant,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_deu_latn,8,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_deu_latn,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_deu_latn,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_deu_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ekk_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ell_grek,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ell_grek,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_eng_latn,1,global_piqa_parallel_cloze,benchmark,1,2,True,,,,4.0
global_piqa_parallel_cloze_eng_latn,2,global_piqa_parallel_cloze,benchmark,1,3,True,,,,4.0
global_piqa_parallel_cloze_eng_latn,8,global_piqa_parallel_cloze,benchmark,1,4,True,,,,4.0
global_piqa_parallel_cloze_eng_latn,15,global_piqa_parallel_cloze,benchmark,1,4,True,,,,4.0
global_piqa_parallel_cloze_eng_latn,30,global_piqa_parallel_cloze,benchmark,1,4,True,,,,4.0
global_piqa_parallel_cloze_eng_latn,50,global_piqa_parallel_cloze,benchmark,1,4,True,,,,4.0
global_piqa_parallel_cloze_fin_latn,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_fin_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_fra_latn_cana,8,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_fra_latn_cana,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_fra_latn_cana,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_fra_latn_cana,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_fra_latn_fran,8,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_fra_latn_fran,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_fra_latn_fran,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_fra_latn_fran,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_heb_hebr,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_hin_deva,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_hin_deva,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_hrv_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_hun_latn,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_hun_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ind_latn,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ind_latn,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ind_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ita_latn,8,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ita_latn,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ita_latn,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ita_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_jpn_jpan,8,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_jpn_jpan,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_jpn_jpan,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_jpn_jpan,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_kat_geor,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_kor_hang,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_kor_hang,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_lit_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_mal_mlym,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_mar_deva,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_nld_latn,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_nld_latn,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_nld_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_nob_latn,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_nob_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_npi_deva,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_pes_arab,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_pes_arab,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_pes_arab,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_pol_latn,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_pol_latn,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_pol_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_por_latn_braz,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_por_latn_braz,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_por_latn_braz,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_por_latn_port,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_por_latn_port,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_por_latn_port,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ron_latn,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ron_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_rus_cyrl,2,global_piqa_parallel_cloze,benchmark,0,4,True,,,,4.0
global_piqa_parallel_cloze_rus_cyrl,8,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_rus_cyrl,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_rus_cyrl,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_rus_cyrl,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_slk_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_slk_latn_sari,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_slv_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_slv_latn_cerk,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_spa_latn_mexi,8,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_spa_latn_mexi,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_spa_latn_mexi,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_spa_latn_mexi,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_spa_latn_peru,8,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_spa_latn_peru,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_spa_latn_peru,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_spa_latn_peru,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_spa_latn_spai,8,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_spa_latn_spai,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_spa_latn_spai,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_spa_latn_spai,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_srp_cyrl,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_srp_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_swe_latn,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_swe_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_tam_taml,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_tha_thai,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_tha_thai,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_tur_latn,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_tur_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ukr_cyrl,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_ukr_cyrl,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_urd_arab,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_urd_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_vie_latn,15,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_vie_latn,30,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_vie_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
global_piqa_parallel_cloze_zsm_latn,50,global_piqa_parallel_cloze,benchmark,0,5,True,,,,4.0
hellaswag,1,hellaswag,benchmark,5,0,False,0.21981997643732665,0.9894950984469352,0.9999999999999999,4.0
hellaswag,2,hellaswag,benchmark,5,0,False,0.21431044803311755,0.998295146941472,0.9999999999999999,4.0
hellaswag,8,hellaswag,benchmark,5,0,False,0.21285053842470153,0.9984077886718338,0.9999999999999999,4.0
hellaswag,15,hellaswag,benchmark,5,0,False,0.20807285254860755,0.9971150848024768,0.9999999999999999,4.0
hellaswag,30,hellaswag,benchmark,5,0,False,0.20339619430753242,0.9962875106021176,0.9999999999999999,4.0
hellaswag,50,hellaswag,benchmark,5,0,False,0.20243308111201733,0.9936703128744899,0.9999999999999999,4.0
hellaswag_ar,15,hellaswag,benchmark,5,0,False,0.08409724121025754,0.9519739111044199,0.9999999999999999,4.0
hellaswag_ar,30,hellaswag,benchmark,5,0,False,0.07861262691102959,0.9654126825995747,0.9999999999999999,4.0
hellaswag_ar,50,hellaswag,benchmark,5,0,False,0.07574468457166368,0.9108552123802821,0.9999999999999999,4.0
hellaswag_bn,30,hellaswag,benchmark,5,0,False,0.020020317473316784,0.8132828652301476,0.9999999999999999,4.0
hellaswag_bn,50,hellaswag,benchmark,5,0,False,0.01953540799204637,0.8423435261618012,0.9999999999999999,4.0
hellaswag_ca,50,hellaswag,benchmark,5,0,False,0.10406518428367942,0.9453815704757541,0.9999999999999999,4.0
hellaswag_da,30,hellaswag,benchmark,5,0,False,0.1324389656210205,0.9476655072760367,0.9999999999999999,4.0
hellaswag_da,50,hellaswag,benchmark,5,0,False,0.1287606538344181,0.9517820842752602,0.9999999999999999,4.0
hellaswag_de,8,hellaswag,benchmark,5,0,False,0.13632994160168607,0.9834677230078104,0.9999999999999999,4.0
hellaswag_de,15,hellaswag,benchmark,5,0,False,0.1382137949487407,0.9587275096193155,0.9999999999999999,4.0
hellaswag_de,30,hellaswag,benchmark,5,0,False,0.13221586141648592,0.9714217892083317,0.9999999999999999,4.0
hellaswag_de,50,hellaswag,benchmark,5,0,False,0.12783681985086554,0.9680757533041483,0.9999999999999999,4.0
hellaswag_es,8,hellaswag,benchmark,5,0,False,0.1674793039854686,0.9947365829681488,0.9999999999999999,4.0
hellaswag_es,15,hellaswag,benchmark,5,0,False,0.16941094051374073,0.9892641554839438,0.9999999999999999,4.0
hellaswag_es,30,hellaswag,benchmark,5,0,False,0.16235189739600592,0.9884968080590917,0.9999999999999999,4.0
hellaswag_es,50,hellaswag,benchmark,5,0,False,0.16149418832319348,0.9861169205486685,0.9999999999999999,4.0
hellaswag_fr,8,hellaswag,benchmark,5,0,False,0.1583693248768746,0.9945522667614788,0.9999999999999999,4.0
hellaswag_fr,15,hellaswag,benchmark,5,0,False,0.1598823322528429,0.9848731645481066,0.9999999999999999,4.0
hellaswag_fr,30,hellaswag,benchmark,5,0,False,0.15248463630103753,0.9836560330425786,0.9999999999999999,4.0
hellaswag_fr,50,hellaswag,benchmark,5,0,False,0.15006883544965952,0.9754166062555927,0.9999999999999999,4.0
hellaswag_hi,30,hellaswag,benchmark,5,0,False,0.04573613295633066,0.8770737642328962,0.9999999999999999,4.0
hellaswag_hi,50,hellaswag,benchmark,5,0,False,0.04548561046508219,0.9064863014436909,0.9999999999999999,4.0
hellaswag_hr,50,hellaswag,benchmark,5,0,False,0.09956099724924013,0.9305281356714925,0.9999999999999999,4.0
hellaswag_hu,30,hellaswag,benchmark,5,0,False,0.08354118251495485,0.9251173214500943,0.9999999999999999,4.0
hellaswag_hu,50,hellaswag,benchmark,5,0,False,0.07717665899230011,0.886890451515682,0.9999999999999999,4.0
hellaswag_id,15,hellaswag,benchmark,5,0,False,0.12300325769688837,0.965675574553232,0.9999999999999999,4.0
hellaswag_id,30,hellaswag,benchmark,5,0,False,0.12191214115455866,0.9736272172823761,0.9999999999999999,4.0
hellaswag_id,50,hellaswag,benchmark,5,0,False,0.11927098102338,0.965129325025322,0.9999999999999999,4.0
hellaswag_it,8,hellaswag,benchmark,5,0,False,0.14609428101389726,0.9854256252024851,0.9999999999999999,4.0
hellaswag_it,15,hellaswag,benchmark,5,0,False,0.14317417082218603,0.9766186667327785,0.9999999999999999,4.0
hellaswag_it,30,hellaswag,benchmark,5,0,False,0.1405825147152719,0.9697418758918906,0.9999999999999999,4.0
hellaswag_it,50,hellaswag,benchmark,5,0,False,0.13508340087687679,0.961556445368101,0.9999999999999999,4.0
hellaswag_ml,50,hellaswag,benchmark,0,5,True,,,,4.0
hellaswag_mr,50,hellaswag,benchmark,4,1,False,0.018293634062094957,0.9415663526339454,1.0,4.0
hellaswag_ne,50,hellaswag,benchmark,5,0,False,0.016949713105337365,0.8945742887603932,0.8999999999999998,4.0
hellaswag_nl,15,hellaswag,benchmark,5,0,False,0.13851155152275893,0.965971256123413,0.9999999999999999,4.0
hellaswag_nl,30,hellaswag,benchmark,5,0,False,0.1320240526791037,0.9510272935197769,0.9999999999999999,4.0
hellaswag_nl,50,hellaswag,benchmark,5,0,False,0.12389466947618472,0.9478052173309766,0.9999999999999999,4.0
hellaswag_pt,15,hellaswag,benchmark,5,0,False,0.15586154986921927,0.9812179669330232,0.9999999999999999,4.0
hellaswag_pt,30,hellaswag,benchmark,5,0,False,0.15192588871010232,0.9715922438010882,0.9999999999999999,4.0
hellaswag_pt,50,hellaswag,benchmark,5,0,False,0.14724498297362093,0.9705706168188952,0.9999999999999999,4.0
hellaswag_ro,30,hellaswag,benchmark,5,0,False,0.11563036878646613,0.951971614324476,0.9999999999999999,4.0
hellaswag_ro,50,hellaswag,benchmark,5,0,False,0.11273324011770791,0.9214183660144288,0.9999999999999999,4.0
hellaswag_ru,2,hellaswag,benchmark,5,0,False,0.15305417139135943,0.9995557947934782,0.9999999999999999,4.0
hellaswag_ru,8,hellaswag,benchmark,5,0,False,0.14320893220492742,0.9877506244486131,0.9999999999999999,4.0
hellaswag_ru,15,hellaswag,benchmark,5,0,False,0.14177009360740164,0.9829769471314866,0.9999999999999999,4.0
hellaswag_ru,30,hellaswag,benchmark,5,0,False,0.1339235101682634,0.9896549684509831,0.9999999999999999,4.0
hellaswag_ru,50,hellaswag,benchmark,5,0,False,0.13146470973409607,0.9772460735227075,0.9999999999999999,4.0
hellaswag_sk,50,hellaswag,benchmark,5,0,False,0.09666877619908101,0.9102405726874762,0.9999999999999999,4.0
hellaswag_sr,50,hellaswag,benchmark,5,0,False,0.10530666697930945,0.9081376451439884,0.9999999999999999,4.0
hellaswag_sv,30,hellaswag,benchmark,5,0,False,0.13761399882346526,0.9557232308007594,0.9999999999999999,4.0
hellaswag_sv,50,hellaswag,benchmark,5,0,False,0.1301637575483693,0.9602070416651556,0.9999999999999999,4.0
hellaswag_ta,50,hellaswag,benchmark,2,3,True,,,,4.0
